text,intent,noise_level,split,is_hard_negative
review Arctic Cozy Knit Unisex Beanie,product_description,clean,train,
eh bertudung-biru-kuning-l brp hrgnyyanya ya min,product_price,high,train,
pesanan 99 udah sampai mana,order_status,clean,train,
admin ad winter g deh,product_stock,high,train,
Btw mau cek tsatus pesanan thx,order_status,high,train,
Mas mau kembalikan barang pls,out_of_scope,high,train,
Permisi campuran brp duit ??,product_price,clean,train,
Alamat toko dimana,out_of_scope,low,train,
halo min mau tanya dong pesanan saya nomor 123 itu udah sampai mana ya,order_status,clean,train,
Bisa ambil langsung ga,out_of_scope,low,train,
omniheat men's kan solid hooded puffer jacket-blue-yellow-l ada sertifikat ga,product_description,high,train,
Harga accessories sekarang,product_price,medium,train,
Omniheat bisa dibeli ga,product_stock,low,train,
support ewallet ga,payment_info,clean,train,
misi jam buka toko ya,out_of_scope,clean,train,
kira emm kira men's itu harganya berapa ya kak,product_price,medium,train,
Blend lagi diskon emm ga,product_price,low,train,
ada cozy ga,product_stock,low,train,
hi barang tidak sesuai mau tukar sih,out_of_scope,medium,train,
stok tangan ada,product_stock,low,train,
kak hai ya kak,out_of_scope,low,train,
bos kupluk dijual berapa deh,product_price,low,train,
cek resi 12345,order_status,clean,train,
jaket puffer pria omniheat solid bertudung-biru-kuning-l anti air,product_description,low,train,
laig sale kaus kaki campuran wol arctic warmth ga,product_price,medium,train,
kelebihan jacket-blue-green-m,product_description,clean,train,
hai layar brpan deh,product_price,high,train,
ada warmth ga,product_stock,clean,train,
pesanan ord001 udah sampai mana,order_status,clean,train,
halo min tolong lacak order #99 dong ??,order_status,medium,train,
kaum bot ya,out_of_scope,low,train,
Sarung tangan musim dingin arctic layar sentuh terbuat dari apa,product_description,clean,train,
admin metode byr apa ?,payment_info,medium,train,
berapa ya,product_price,clean,train,True
hi jacket-blue-green-m rdy g dong,product_stock,medium,train,
kok lama bgt order order-123,order_status,low,train,
kalo mau transfer pake cod bisa ga min,payment_info,medium,train,
permisi kak untuk pembayaran tersedia metode apa saja,payment_info,low,train,
Pria per unit berapa,product_price,low,train,
halo min mau nanya arctic frost winter accessories bundle masih ready stock tidak ya,product_stock,medium,train,
Admin dtl bertudung-biru-hijau-l thanks,product_description,medium,train,
Gan mau tau orderan nomor 888 udah sampe mana ya kak,order_status,high,train,
orderan pesanan 111 posisinya dimana,order_status,low,train,
hai mau tau lebih detail tentang omniheat deh,product_description,high,train,
Bertudung rdy g,product_stock,high,train,
kak jam operasional ya,out_of_scope,low,train,
min mau bayar pake linkaja bisa,payment_info,clean,train,
Permisi ada toko offline dong,out_of_scope,medium,train,
sisa stok bertudung-biru-hijau-l,product_stock,clean,train,
winter bagus ga,product_description,clean,train,
Pembayaran terseida aja apa,payment_info,high,train,
tentang paket,product_description,low,train,
duit bundle,product_price,medium,train,
kualitas blend,product_description,medium,train,
detail produk,product_description,clean,train,True
kak edit pesanan ?,out_of_scope,low,train,
estimasi eh pengiriman order #99,order_status,medium,train,
mba bertudung-biru-hijau-l bags ga pls,product_description,medium,train,
mau cek pesanan ssstatus,order_status,medium,train,
accept ovo gak,payment_info,high,train,
barang beda sama gambar,out_of_scope,low,train,
tarif OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-M,product_price,high,train,
Dingin original ga,product_description,low,train,
Admin sentuh hrg promo berapa ya,product_price,high,train,
orderan ORD-001 posisinya dimana,order_status,clean,train,
Lowongan kerja ada ga,out_of_scope,high,train,
lokasi warehouse dong,out_of_scope,medium,train,
Permisi hai tolong,out_of_scope,medium,train,
Diskon bundle berapa persen,product_price,clean,train,
produk beda sama gambar,out_of_scope,clean,train,
Ready stock ga,product_stock,clean,train,True
men's per unit berapa,product_price,clean,train,
btw info produk wool,product_description,high,train,
kak mau tanya pesanan saya dengan nomor 333 sudah diproses belum ya,order_status,clean,train,
misi bsia bayar pakai bri ya,payment_info,high,train,
Warna lain layar ada,product_stock,medium,train,
diskon jaket puffer pria omniheat solid bertudung-biru-hijau-m berapa persen,product_price,clean,train,
Kak mau tanya pesanan saya dengan nomor ord-999 sudah diproses belum ya,order_status,clean,train,
mba siapa kamu ya kak,out_of_scope,high,train,
Tracking pesanan pesanan 111,order_status,clean,train,
min spec bertudung ya,product_description,medium,train,
bs tf ga,payment_info,clean,train,
byr pke apa,payment_info,clean,train,
Kupluk Rajut Unisex Arctic Cozy waterproof ga,product_description,clean,train,
Stylish brp duit ya kak,product_price,low,train,
kak mau tanya dong harga stylish yang ada di toko berapa ya pls,product_price,low,train,
Winter seperti apa,product_description,high,train,
Campuran warna hitam ada,product_stock,clean,train,
status ordr ordr-123,order_status,medium,train,
ketersediaan omniheat,product_stock,clean,train,
sis pesanan order-123 udah sampai mana tolong,order_status,low,train,
Produk beda sama gambar,out_of_scope,clean,train,
min harga aksesori berapa,product_price,high,train,
Min hrga accessories berapa,product_price,medium,train,
Sis brg gw loh 12345 dmn,order_status,medium,train,
rajut bisa dicuci mesin,product_description,clean,train,
material accessories,product_description,clean,train,
Btw barang tidak sesuai mau tukar please,out_of_scope,high,train,
warna omniheat men's solid hooded puffer jacket-blue-green-m ada apa aja,product_description,medium,train,
Admin detail produk tolong,product_description,medium,train,True
Tacking ordre ord123,order_status,low,train,
warna omniheat men's solid hoodeed puffer jacket ada apa aja,product_description,low,train,
mba karakterisik jacket thx,product_description,high,train,
orderan nomor 888 posisinya dimana,order_status,clean,train,
Gan ready bayar tolong,payment_info,low,train,True
bertudung-biru-hijau-l berapa duit,product_price,medium,train,
berat jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_description,clean,train,
permisi kak orderan saya yang id 7788 kok belum dateng,order_status,clean,train,
berapaan warmth,product_price,clean,train,
Terima mandiri ga,payment_info,low,train,
halo admin mau nanya pembayaran bisa pakai apa saja ya,payment_info,clean,train,
sis maetrial dingiin pls,product_description,high,train,
Hai,out_of_scope,clean,train,
stok jaket masih banyak ga,product_stock,low,train,
Kak harga wool berapa deh,product_price,low,train,
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M habis belum,product_stock,medium,train,
ini omniheat harganya berap,product_price,high,train,
cek status nomor 888,order_status,medium,train,
btw kiriman saya mana ya please,order_status,high,train,
Kondisi pengiriman,order_status,clean,train,True
min harga stylish yang ini berapa,product_price,low,train,
Halo ssarung tangan musim dingin arctic layar sentuh nati air ya kak,product_description,high,train,
penjelasan bertudung-biru-hijau-l,product_description,clean,train,
range harga bertudung,product_price,low,train,
tolong jelasin tentang nih bertudung-biru-hijau-l dogn,product_description,high,train,
ad stok syal g,product_stock,low,train,
cara pembayaran gimana,payment_info,medium,train,
Jaket puffer pri4 omniheat solid bertudung-biru-kuning-l seperti apa,product_description,low,train,
Permisi permisi kak untuk pembayaran tersedia metode apa saja ??,payment_info,medium,train,
stylish bagus ga,product_description,clean,train,
Pesanan gw 1 kemana,order_status,low,train,
sis bundle brp sih ya kak,product_price,medium,train,
gan warmth keren g thx,product_description,clean,train,
stok tersedia jacket-blue-green-m,product_stock,clean,train,
Mas hrg arctic frost winter accessories bundle brp,product_price,low,train,
halo bertudung murah ga min,product_price,medium,train,
Dingin harganya berapa,product_price,low,train,
gan boleh tau harga jaket puffer pria omniheat solid bertudung-biru-hijau-m tidak thanks,product_price,low,train,
Men's dijual berapa,product_price,low,train,
kelebihan warmth,product_description,clean,train,
Men's brp duit,product_price,low,train,
detail pesanan,order_status,clean,train,True
Program affili4te,out_of_scope,low,train,
Sis availability jaket puffer pria omniheat solid bertudung-biru-kuning-m tolong,product_stock,medium,train,
Scarf kosong ga,product_stock,clean,train,
tersedia sih layar ga,product_stock,high,train,
Berapaan wool,product_price,medium,train,
Price jacket,product_price,clean,train,
hai halo admin mau nanya pembayaran bisa pakai apa saja ya ?,payment_info,medium,train,
kualitas syal,product_description,clean,train,
omniheat brpan,product_price,clean,train,
diskon kaus berapa persen,product_price,clean,train,
kok lama bgt order ord-999,order_status,clean,train,
dimensi nih Kaus Kaki Campuran Wol Arctic Warmth,product_description,low,train,
mas stock available bertudung-biru-kuning-l ya,product_stock,clean,train,
stok OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-M abis blm,product_stock,clean,train,
kak mau tanya pesanan saya dengan nomor order-123 sudah diproses belum ya,order_status,clean,train,
Cara pembayaran gimana,payment_info,clean,train,
material omniheat,product_description,clean,train,
maaf ganggu mau cek status order 111 dong,order_status,clean,train,
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-M all size ready ga,product_stock,clean,train,
syal ready ga,product_stock,medium,train,
Min mau tau harga omniheat gitu men's solid hooded puffer jacket-blue-green-l min,product_price,high,train,
ready stock ga,product_stock,medium,train,True
Bertudung-biru-kuning-l ad sertifikat ga,product_description,medium,train,
kualitas jacket-blue-green-l,product_description,low,train,
gan mau tau harganya pls,product_price,low,train,True
Spec layar,product_description,clean,train,
gan kok lama bgt order #12345 nih,order_status,low,train,
gan jacket lagi diskoon ga nih,product_price,high,train,
Min ada cicilan ga min,payment_info,low,train,
Min tolong jelasin tentang pket dong,product_description,high,train,
mas karakteristik jacket-blue-green-l please,product_description,medium,train,
uang saya dikembalikan kapan,out_of_scope,medium,train,
Range harga jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_price,medium,train,
blend masih ada,product_stock,clean,train,
harga satuan campuran,product_price,clean,train,
Availability scarf,product_stock,medium,train,
jaket puffer pria omnihat soild bertudung-biru-kuning-l awet ga,product_description,high,train,
ad promo Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M ga,product_price,medium,train,
misi material kaus thanks,product_description,high,train,
Arctic frost winter accessories bundle kosong ga,product_stock,medium,train,
bang kalo mau bayar pake cod bsa ga min ya,payment_info,high,train,
kak bisa bayar transfer bank ga,payment_info,clean,train,
Sentuh bagus ga,product_description,low,train,
kok lama bgt order #99,order_status,low,train,
Omniheat men's solid hooded puffer jacket-blue-yellow-m bgmn,product_description,clean,train,
kerjasama bisnis,out_of_scope,clean,train,
sisa hooded berapa,product_stock,medium,train,
halo barang salah kirim makasih,out_of_scope,low,train,
bliss all size ready ga,product_stock,clean,train,
mau beli accessories berapa harganya,product_price,clean,train,
Min bantuin dong thx,out_of_scope,medium,train,True
Admin pembayaran apa aja yang diterima,payment_info,low,train,
hai available Paket Aksesori Musim Dingin Arctic Frost dong,product_stock,high,train,
kak omniheat men's solid hooded puffer jacket-blue-green-m harganya berapa ya,product_price,low,train,
detail tangan,product_description,clean,train,
hrg jaket brp,product_price,clean,train,
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-L import atau lokal,product_description,clean,train,
bisa bayar pakai linkaja,payment_info,clean,train,
bs debit kan g,payment_info,low,train,
Penjelsan bertudung-biru-hijau-l,product_description,low,train,
Pesanan gw #777 kemana,order_status,low,train,
min stok kkupluk abis blm thanks,product_stock,medium,train,
Omniheat men's solid hooded puffer jacket-blue-green-l bisa dicuci mesin,product_description,low,train,
availability bertudung,product_stock,low,train,
order #555 udah diproses belum,order_status,low,train,
stock tangan berapa,product_stock,clean,train,
mau tanya dong hrg jacket-blue-yellow-l yng ad di toko berapa ya,product_price,medium,train,
sis permisi mau nanya harga untuk hooded berapa ya,product_price,low,train,
Produknya bdea sama gambar,out_of_scope,high,train,
mau beli rajut berapa harganya,product_price,clean,train,
ketersediaan Kaus Kaki Campuran Wol Arctic Warmth,product_stock,clean,train,
Informasi lengkap syal,product_description,clean,train,
bisa cicilan ga kak,payment_info,low,train,
ada promo kupluk rajut unisex arctic cozy ga,product_price,clean,train,
bisa bayar pakai dana,payment_info,low,train,
Mau tanya bisa bayar pakai mandiri tidak ya,payment_info,clean,train,
bos kualitas accessories min,product_description,low,train,
bos jacket kosong ga ??,product_stock,medium,train,
Permisi boleh emm tau tarif syal g please,product_price,high,train,
amdin jacket-blue-green-m ready ga,product_stock,low,train,
Min stok bertudung masih ada,product_stock,clean,train,
btw jdi sih reseller gimana deh,out_of_scope,high,train,
admin kaus ready ga,product_stock,clean,train,
Bos barang saya kapan sapi deh,order_status,medium,train,
Cek harga bertudung,product_price,clean,train,
dtl jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_description,clean,train,
Halo min mau tanya dong pesanan saya nomor #555 itu udah sampai mana ya,order_status,medium,train,
cara perawatan OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-L,product_description,clean,train,
harga normal aksesori berapa,product_price,medium,train,
Jaket puffer pria omniheat solid bertudung-biru-hijau-m ready ga,product_stock,clean,train,
mba ada kupluk ga ya kak,product_stock,low,train,
kak stylish masih ad ya kak,product_stock,low,train,
permisi kak orderan saya yang #555 kok belum dateng,order_status,clean,train,
kak bisa bayar bca ga ya,payment_info,high,train,
Sis kerjasama bisnis ?,out_of_scope,high,train,
rajut import atau lokal,product_description,clean,train,
OmniHeat Men's Solid Hooded Puffer Jacket warna hitam ada,product_stock,medium,train,
Jaket puffer pria omniheat solid bertudung-biru-hijau-m murah ga,product_price,clean,train,
Mau tanya dong harga scarf yang ada di toko berapa ya,product_price,low,train,
bos byr pke apa thx,payment_info,high,train,
Min pesanan saya sudah diproses belum makasih,order_status,medium,train,
bos min info lengkap bertudung-biru-kuning-l dong thanks,product_description,medium,train,
Bisa pake kartu kredit ga,payment_info,clean,train,
material aksesori,product_description,clean,train,
Pesanan pesanan 111 udah sampai mana,order_status,medium,train,
omniheat men's solid hooded puffer jacket-blue-yellow-m hrgnya berapa,product_price,medium,train,
cuaca hari ini gimana,out_of_scope,low,train,
hai produk beda sama gambar deh,out_of_scope,medium,train,
permisi harga satuan accessories tolong,product_price,clean,train,
Eh mau komplain makasih,out_of_scope,clean,train,
Admin alamat kantor ?,out_of_scope,clean,train,
Uag saya kapan dikembalikan,out_of_scope,medium,train,
info omniheat men's solid hooded puffer jacket-blue-yellow-m,product_description,high,train,
Stok tersedia dingin,product_stock,low,train,
halo,out_of_scope,clean,train,
dimensi scarf,product_description,low,train,
btw stok arctic warmth wool blend socks size s thanks,product_stock,clean,train,
tolong jelasin tentang tangan dong,product_description,clean,train,
Kualitas jelek,out_of_scope,medium,train,
harganya kupluk brp,product_price,clean,train,
deskripsi tangan,product_description,low,train,
gan terima va bca ga deh,payment_info,high,train,
tracking orderan ORD-999,order_status,high,train,
hi jam buka kan toko tolong,out_of_scope,medium,train,
barang cacat,out_of_scope,clean,train,
Bos permisi mau nanya harga untuk scarf berapa ya ??,product_price,low,train,
permisi hrg winter min,product_price,medium,train,
sis halo min,out_of_scope,low,train,
Bisa bayar pakai ovo,payment_info,low,train,
nomor telepon toko,out_of_scope,low,train,
accept ovo ga,payment_info,clean,train,
campuran bisa dibei ga,product_stock,high,train,
Min tolong lacak order ord-555 dong,order_status,low,train,
Kupluk Rajut Unisex Arctic Cozy brp duit,product_price,clean,train,
bos kak mau beli kupluk masih ada stok ga nih,product_stock,low,train,
misi cek hrg bertudung-biru-kuning-l min,product_price,high,train,
Tolong bantu cek order saya nomor ord123 ya,order_status,clean,train,
price sentuh,product_price,high,train,
Cek stok wool,product_stock,medium,train,
halo mau tanya untuk pempaymentannya bisa pakai meotde apa aja ya please,payment_info,high,train,
Hai orderan 123 posisinya dimana ya,order_status,low,train,
maaf ganggu cek mau status order ORD-999 dong,order_status,high,train,
mas ada promo Kupluk Rajut Unisex Arctic Cozy ga please,product_price,clean,train,
Omniheat men's solid hooded puffer jacket-blue-yellow-l murah g,product_price,medium,train,
kak boleh tau spesifikasi paket tidak,product_description,clean,train,
Bertudung-biru-hijau-l waterproof ga,product_description,low,train,
mau bayar pake bni,payment_info,clean,train,
Warna lain sarung tangan msuim dingin arctic layar sentuh ada,product_stock,low,train,
Min order saya kok lama deh,order_status,medium,train,
stock available OmniHeat Men's Solid Hooded Puffer Jacket,product_stock,medium,train,
winter ready stock,product_stock,low,train,
Orderan saya kok lama,order_status,medium,train,
hi alamat toko dimana deh,out_of_scope,low,train,
Sis mau bayar pake cimb,payment_info,medium,train,
hi stok Kaus Kaki Campuran Wol Arctic Warmth size S deh,product_stock,high,train,
review kaus,product_description,low,train,
Bos kiriman 123 dimana please,order_status,low,train,
Min info lengkap winter dong,product_description,clean,train,
Rajut restock kapan,product_stock,medium,train,
Alamat kantor,out_of_scope,low,train,
bos spec sentuh thanks,product_description,medium,train,
scarf tersedia ga,product_stock,clean,train,
Permisi sisa syal berapa ??,product_stock,medium,train,
Sis cod available ga ?,payment_info,medium,train,
jadi reseller gimana,out_of_scope,low,train,
Min brg hmm gw 99 dmn ?,order_status,medium,train,
kerjsama bisnis,out_of_scope,high,train,
arctic cozy knit unisex beanie ready stock,product_stock,clean,train,
mba berapa ya makasih,product_price,medium,train,True
barang reay,product_stock,low,train,True
bisa ambil langsung eh ga,out_of_scope,low,train,
hai bayar pake apa dong,payment_info,low,train,
ad paket g,product_stock,medium,train,
mba availability tangan sih,product_stock,high,train,
kapan pesanan 99 sampaai,order_status,medium,train,
Admin bs tf ya ga sih,payment_info,high,train,
rajut brp duit,product_price,low,train,
misi availability paket min,product_stock,high,train,
Gan kiriman ord-555 dimana pls,order_status,low,train,
Hi min mau bayar p4ke gopay bisa thanks,payment_info,medium,train,
Tracking order deh 111,order_status,low,train,
alamat toko dimana,out_of_scope,clean,train,
kak bisa bayar bni ga,payment_info,clean,train,
eh tersedia jacket-blue-yellow-l ga dong,product_stock,low,train,
Eh ssize l tangan re4dy min,product_stock,high,train,
stk layar,product_stock,clean,train,
Ad stok bertudung-biru-hijau-l g,product_stock,medium,train,
Bang paket saya sudah sampai mana,order_status,medium,train,
Brp jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_price,clean,train,
Siapa kamu,out_of_scope,clean,train,
pesanan gw 333 kemana,order_status,clean,train,
bertudung-biru-kuning-l deh lagi diskon ga,product_price,low,train,
mau lapor,out_of_scope,clean,train,
kisaran harga rajut,product_price,low,train,
Bliss berapa duit,product_price,clean,train,
Kalo mau bayar pake bayar di tempat bisa ga min,payment_info,low,train,
Hai diskon bertudung-biru-hijau-l brapa persen makasih,product_price,high,train,
gan pembayaran apa saja yang tersedia ya,payment_info,low,train,
bahan hooded apa,product_description,medium,train,
Hai jadi reseller gimana sih,out_of_scope,clean,train,
mba kira kira scarf itu hrgnya berapah ya kak pls,product_price,low,train,
syal hrgnya berapa,product_price,high,train,
bs shopeepay g,payment_info,low,train,
Bayar pake apa,payment_info,clean,train,
Mas sze l bertudung-biru-hijau-l rady ya kak,product_stock,medium,train,
Kak bisa bayar bayar di tempat ga,payment_info,low,train,
bos siapa kamu nih,out_of_scope,low,train,
lowongan kerja ad ga,out_of_scope,low,train,
Pesanan 67890 udah deh sampai mana,order_status,low,train,
Bos orderan id 7788 uadh diproses belum please,order_status,high,train,
Hai bahan omniheat men's solid hooded puffer jacket-blue-green-m apa ya kak,product_description,medium,train,
mas pembayaran via apa thx,payment_info,high,train,
permisi cek pesanan 99 sih,order_status,high,train,
pesanan gw id 7788 kemana,order_status,low,train,
Bang cek status 111 min,order_status,clean,train,
Hrg bertudung-biru-hijau-l,product_price,low,train,
stok dingin ada,product_stock,clean,train,
admin bertudung-biru-kuning-l keren g pls,product_description,medium,train,
kak detail harga deh,product_price,low,train,True
pembayaran ready,payment_info,low,train,True
price pria,product_price,low,train,
Tersedia arctic cozy knit unisex beanie ga,product_stock,clean,train,
opsi baayar apa,payment_info,medium,train,
Min ini kupluk harganya berapa nih,product_price,clean,train,
Admin mau tanya dong harga bundle yang ada di toko berapa ya nih,product_price,medium,train,
Mas jadi reseller gmana min,out_of_scope,high,train,
aksesori terbuat dari apa,product_description,low,train,
stok sentuh masih banyak ga,product_stock,clean,train,
kak scarf sih ready stock thanks,product_stock,medium,train,
permisi min stok jacket-blue-yellow-l masih ada nih,product_stock,medium,train,
misi cara perawatan penuh ?,product_description,low,train,
Kaus bagus ga,product_description,low,train,
hrg jaket,product_price,medium,train,
mau tau harganya,product_price,clean,train,True
mba metode byr apa ya,payment_info,high,train,
Cek deh status 123,order_status,high,train,
kak boleh tau spesifikasi omniheat tidak,product_description,medium,train,
gan spesifikasi rajut please,product_description,clean,train,
harga tangan yang ini berapa,product_price,clean,train,
brg 1 dmn,order_status,low,train,
sis ada promo pakt ga please,product_price,medium,train,
bertudung-biru-kuning-l berapa duit,product_price,high,train,
Dimana pesanannya aku,order_status,low,train,
Wool awet ga,product_description,low,train,
Pesanannya masih diprosses ya,order_status,medium,train,
Btw brp sarung tangan musim dingin arctic layar sentuh ??,product_price,low,train,
kak orderanan gw kok ga nyampe please,order_status,high,train,
scarf ukuran M ada nih ga,product_stock,low,train,
Mau nanya fitur omniheat men's solid hooded puffer jacket-blue-yellow-l apa aja,product_description,clean,train,
Tracking pesanan 123,order_status,clean,train,
bahan Kaus Kaki Campuran Wol Arctic Warmth apa,product_description,low,train,
bisa bayar pakai bni,payment_info,low,train,
admin penuh original ga sih,product_description,low,train,
ad sentuh g,product_stock,clean,train,
kira kira accessories itu harganya berapa ya kak,product_price,medium,train,
admin campuran anti air makasih,product_description,clean,train,
bs bayar sekarang,payment_info,medium,train,True
bisa bayar pakai jeenius,payment_info,low,train,
eh kak aksseori terbuat dri bahan apa ya makasih,product_description,high,train,
Warna lian bertudung-biru-kuning-l ada,product_stock,high,train,
admin Arctic Frost Winter Accessories Bundle berapa harganya ya min,product_price,low,train,
brapa ya harga OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M,product_price,low,train,
pesanan gw #777 kemana,order_status,clean,train,
Kiriman nomor 888 dimana,order_status,low,train,
Hai berapa harga omniheat men's solid hooded puffer jacket-blue-green-l ya kak,product_price,clean,train,
kak ada promo warmth ga makasih,product_price,medium,train,
Stock available blend,product_stock,low,train,
misi mau tau speknya sih,product_description,medium,train,True
kok lama bgt ordr 99,order_status,medium,train,
layar lagi diskon ga,product_price,low,train,
misi cod available ga min,payment_info,low,train,
Terima qris gak,payment_info,clean,train,
Bos hapus item dari keranjang nih,out_of_scope,medium,train,
mas kaus kaki campuran wol arctic warmth brpan pls,product_price,medium,train,
permisi status pengiriman 111 sih,order_status,high,train,
halo fitur tangan dong,product_description,high,train,
paket order-123 udah jalan belum,order_status,medium,train,
spec arctic czy knit unisex beanie apa,product_description,medium,train,
spesifikasi Arctic Cozy Knit Unisex Beanie,product_description,high,train,
Min info lengkap kaus dong,product_description,medium,train,
Btw kupluk in stock dong,product_stock,medium,train,
admin tangan kyk gmn nih deh,product_description,medium,train,
Status pengiriman 99,order_status,clean,train,
bisa transfer bank,payment_info,clean,train,
kupluk rajut unisex arctic cozy ready stock,product_stock,high,train,
Btw omniheat men's solid hooded puffer jacket-blue-green-m msh ready pls,product_stock,high,train,
harganya bundle brp,product_price,medium,train,
layar bisa dibeli ga,product_stock,low,train,
Omniheat harganya berapa,product_price,low,train,
admin proses refund berapa lama thanks,out_of_scope,high,train,
Puffer emm masih ada,product_stock,high,train,
Acra refuund gimana,out_of_scope,medium,train,
arctic warmth wool blend socks berapa duit,product_price,clean,train,
cost omniheat men's solid hooded puffer jacket-blue-yellow-m,product_price,low,train,
boleh tau harga jaket tidak,product_price,low,train,
pembayaran tersedia apa aja,payment_info,clean,train,
batalkan ordr,out_of_scope,low,train,
tersedia aksesori ga,product_stock,clean,train,
Bantuin dong,out_of_scope,clean,train,True
sis min tolong lacak order #777 dong tolong,order_status,high,train,
nomor etlepon toko,out_of_scope,low,train,
Hai bisa dijelasin tentang produk campuran dong thx,product_description,low,train,
byr dmn,payment_info,high,train,
misi kak syal terbuat dari eh bahan apa ya ya,product_description,high,train,
mau bayar pake debit,payment_info,high,train,
bos cozy ready stock tolong,product_stock,low,train,
cod availablee ga,payment_info,high,train,
garansi bertudung,product_description,low,train,
Jaket puffer pria omniheat solid bertudung-biru-kuning-m seperti apa,product_description,clean,train,
Availability puffer,product_stock,clean,train,
mau tau harga jacket,product_price,low,train,
Permisi warmth ready stoock min,product_stock,high,train,
brg gw nomor 888 dmn,order_status,medium,train,
men's tinggal berapa,product_stock,clean,train,
mas min cost cozy brp nih,product_price,high,train,
btw karakteristik jacket-blue-green-m deh,product_description,medium,train,
hi metode payment nih,payment_info,high,train,
orderan saya statusnya apa,order_status,clean,train,
mba permisi mau nanya harga untuk bliss berapa ya thanks,product_price,medium,train,
metode apa baayar aja,payment_info,medium,train,
bang wholesale price ??,out_of_scope,medium,train,
btw cek dong pesanan 1 udah diproses blom nih,order_status,high,train,
Scarf gmn sih,product_description,low,train,
Mas jacketb-lue-gren-m bisa mesin dicuci ??,product_description,high,train,
jacket murah g,product_price,clean,train,
Udah dikirim blm 111,order_status,low,train,
Eh kak mau beli hooded masih ya ad stk ga min,product_stock,high,train,
Terima transfer bank tidak,payment_info,clean,train,
sis syal ukuran M kan ad ga pls,product_stock,medium,train,
Min paket saya sudah sampai mana ?,order_status,low,train,
Pake bni bs?,payment_info,low,train,
Karakteristik jacket-blue-green-l,product_description,clean,train,
order gue ord-999 mana,order_status,clean,train,
permisi jaket puffer pria omniheat solid bertudung-biru-kuning-m tersedia ga pls,product_stock,high,train,
Kak boleh tau spesifikasi blend tidak,product_description,high,train,
cara perawatan OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M,product_description,clean,train,
halo admin mau nanya pembayaran bsa pakai apa saja ya,payment_info,high,train,
Kak bisa bayar cicilan ga,payment_info,clean,train,
bisa bayar pakai cicilan,payment_info,clean,train,
bertudung-biru-kuning-l waterproof ga,product_description,low,train,
jacket-blue-yellow-l seperti apa,product_description,clean,train,
Kak kaus kaki campuran wol arctic warmth harganya berapa ya,product_price,high,train,
eh tolong jelasin ya tentag blend dong dong,product_description,medium,train,
mau tau lebih detail tentang wool,product_description,medium,train,
order gw kok lama,order_status,high,train,
Jaket ready ga ya kak,product_stock,clean,train,
bayar gmn,payment_info,clean,train,
Kalo mau bayar pake jenius bisa ga min,payment_info,medium,train,
misi admin jaket puffer pria omniheat solid bertudung-biru-hijau-m dijual brapa pls,product_price,medium,train,
Garansi accessories,product_description,low,train,
mba pake gopay bs?,payment_info,clean,train,
Lagi sale arctic warmth wool blend socks ga,product_price,medium,train,
harganya kaus kaki campuran wol arctic warmth brp,product_price,low,train,
Order nomor 888 udah diproses belum,order_status,clean,train,
dimensi arctic frost winter accessories bundle,product_description,clean,train,
mas wholesale price nih,out_of_scope,medium,train,
Paket saya sudah sampai mana,order_status,high,train,
Kira kira arctic cozy knit unisex beanie itu harganya berapa ya kak,product_price,low,train,
mba pakke qris bs?,payment_info,medium,train,
Harga bertudung-biru-hijau-l yang ini berapa,product_price,clean,train,
status order ord-001,order_status,low,train,
Cara pakai arctic warmth wool blend socks,product_description,medium,train,
barang salah kirim,out_of_scope,low,train,
misi warna omniheat men's solid hooded puffer jacket-blue-yellow-l ada apa aja ya kak,product_description,high,train,
Bang kak jaket puffer pria omniheat solid bertudung-biru-kuning-m terbuat dari bahan apa ya thanks,product_description,medium,train,
admin stk OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-M tolong,product_stock,medium,train,
mas dingin murah ga makasih,product_price,medium,train,
edit pesanan,out_of_scope,clean,train,
admin program affiliate min,out_of_scope,clean,train,
mba ketersediaan warmth ya,product_stock,low,train,
admin harga Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M sekarang,product_price,low,train,
brp jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_price,medium,train,
layar in stock,product_stock,clean,train,
spec dingin apa,product_description,medium,train,
kak bisa bayar linkaja ga,payment_info,clean,train,
ga ngerti,out_of_scope,clean,train,True
ketersediaan wool,product_stock,low,train,
bliss berapa duit,product_price,low,train,
lkasi warehoues,out_of_scope,medium,train,
hai pesanan belum sampe juga please,order_status,low,train,
pesanan id 7788 udah sampai mana,order_status,medium,train,
sis produuk beda samaa gambar sih,out_of_scope,medium,train,
