text,intent,noise_level
fitur arctic toucchscreen winter gloves,product_description,high
dtl Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M,product_description,medium
chilly ready?,product_stock,low
Kok lama bgt order nomor 555,order_status,low
Permisi kak untuk pembayaran tersedia metode apa saja,payment_info,medium
p4ke shopeepay bs?,payment_info,high
Jacket mhal ga,product_price,medium
hi tukar barang min,out_of_scope,medium
Permisi kak untuk pembayaran tersedia metode apa saja,payment_info,low
Permisi mana nih orderan gw thx,order_status,medium
Dmn psnan sy,order_status,extreme
min stok sentuh ada please,product_stock,medium
bertudung-biru-kuning-l kosong ga,product_stock,high
Cara refund gimana,out_of_scope,low
bahan Arctic Warmth Wool Blend Socks apa,product_description,medium
bisa transfer bank,payment_info,low
km bot ya,out_of_scope,medium
Kak jacket-blue-green-l masih ada ga stoknya,product_stock,low
sis lowongan kerja ada ga makasih,out_of_scope,high
kak dtl chill dong,product_description,extreme
kira kira arctic frost winter accessories bundle itu harganya berapa ya kak,product_price,medium
metode byr apa,payment_info,low
Kira kira omniheat men's solid hooded puffer jacketblue-yellow-l itu harganya brp ya kak pls,product_price,extreme
style masih ada,product_stock,medium
Sis cara bayar giimana pls,payment_info,extreme
warna experience ada apa aja,product_description,low
brg 456 dmn,order_status,medium
pesanan gw 99 kemana,order_status,low
Metode pembayaran apa aja,payment_info,high
tersedia chill ga,product_stock,low
ssa sttok omniheat,product_stock,medium
Min estimasi pengiriman order 456 makasih,order_status,low
stok jacket-blue-green-l ada,product_stock,high
style ready stock,product_stock,low
bos produk beda sama gambar,out_of_scope,high
kaus habis belum,product_stock,medium
arctic bagus ga,product_description,medium
Support ewallet ga,payment_info,low
bos bertudung-biru-kuning-l mrah ga min,product_price,extreme
orderna saya ggimana,order_status,medium
Mau taya dong hrg rasakan ynag ad di toko brp ya,product_price,medium
Sis metode payment ?,payment_info,high
Ibsa return brg ga,out_of_scope,high
gan arctic cozy knit uni$ex beanie harganya berapa tolong,product_price,high
kamu bot ya,out_of_scope,medium
halo min mau nanya unmatched masih ready stock tidak ya,product_stock,low
Mau cek status pesanan,order_status,medium
Nfo produk jacket-blue-green-l,product_description,low
Stylish habis belum,product_stock,medium
experience mahal ga,product_price,low
sis barang sy@a udah dikirim belum tolong,order_status,extreme
sis udah dikirim blm #1 thx,order_status,extreme
Orderan saya gimana,order_status,low
misi lowongan kreja ad ga ya kak,out_of_scope,extreme
mau komplain,out_of_scope,extreme
permisi spec kaki dong,product_description,medium
Paket saya sudah sampai mana,order_status,low
Cara bayar orderan,payment_info,medium
kamu bot ya,out_of_scope,high
brg 123 dmn,order_status,medium
Min tangan brp duit ya,product_price,medium
kak mau refundd please,out_of_scope,medium
tracking pesanan ORD001,order_status,medium
permisi kak untuk pembayaran tersedia metode apa saja,payment_info,low
kak kualitas jelek thanks,out_of_scope,low
Deskripsi omniheat men's solid hooded puffer jacket-blue-yellow-l,product_description,medium
Bs dijelasin tentang produk cozy dong,product_description,medium
bisa ambil langsung ga,out_of_scope,low
Paket mahal ga,product_price,low
kak mau tanya pesanan saya dengan nomor 67890 sudah diproses belum ya,order_status,medium
min batalkan order dong,out_of_scope,high
Permisi stok kaki abis blm please,product_stock,medium
halo min mau nanya dekapan masih reddy stock tidak ya,product_stock,high
dtl arctic frost winter accessories,product_description,low
Bahan sentuh apa,product_description,medium
lowongan kerja ada ga,out_of_scope,medium
Stok bertudung-biru-kuning-m abis blm,product_stock,medium
Mas cara refund gimana dong,out_of_scope,high
bisa return barang ga,out_of_scope,low
mana nih orderan gw,order_status,medium
boleh tau harga omniheat tidak,product_price,low
Range harga bliss,product_price,medium
bia transfer bank,payment_info,medium
bisa bayar pakai mandiri,payment_info,low
biaya terhubung,product_price,low
permisi hadapi terbuat dari apa dong,product_description,high
tracking pesanan 789,order_status,high
Gan pesanan 456 udah sampai mana thx,order_status,extreme
Status order ord001,order_status,low
stok omniheat men's solid hooded puffer jacket-blue-green-l ad,product_stock,high
hai metode pembayaran apa aja pls,payment_info,medium
Tambah item ke pesanan,out_of_scope,low
Besrama mhal ga,product_price,medium
udah dikirim blm 12345,order_status,low
Kak bisa ambil langsung ga ya,out_of_scope,high
udah dikiim blm 99,order_status,low
maaf ganggu mau cek status order 123 dong,order_status,low
hi alamat kantor ya,out_of_scope,high
jadi reseller gimana,out_of_scope,medium
metode byr apa,payment_info,low
Kak mau tanya pesanan saya dengan nomor ord001 sudah diproses belum ya,order_status,low
admin brp hooded please,product_price,medium
mas kak boleh tau spesifikasi omniheat men's solid hooded puffer jacket-blue-green-l tidak ya,product_description,high
booleh tau harga chll tidak,product_price,high
Order 123 udah diproses belum,order_status,low
kak kak hdaapi massih ada ga stoknya please,product_stock,medium
pesanan ord001 udah smp mana,order_status,extreme
Warna arctic bliss stylish winter scarf ada apa aja,product_description,high
Kak kapan pesanan ord-001 smapai tolong,order_status,medium
Ada cicilan ga,payment_info,high
fitur pria ya,product_description,medium
beanie gmn sih,product_description,high
halo orderan gw kok ga nyampe ??,order_status,high
misi siapa kamu pls,out_of_scope,high
price sarung,product_price,low
arctic warmth wool blend socks kyk gmn dong,product_description,high
Kecewa sama pelayanan,out_of_scope,low
Halo bs transfer bank ??,payment_info,high
Min kalo mau bayar pake kartu kredit bisa ga min ya,payment_info,extreme
admin arctic berapa duit ??,product_price,low
Sis pake transfer bank bs?,payment_info,medium
Order gue 1 mmana,order_status,high
biaya connected,product_price,low
Hi uah alammat pengiriman please,out_of_scope,extreme
Admin spec style thanks,product_description,medium
Min omniheat men's solid hooded puffer jacket kosong ga makasih,product_stock,medium
comfortt sodl out?,product_stock,medium
hi stk Arctic Cozy Knit Unisex Beanie ada please,product_stock,medium
pria brp sih,product_price,low
permisi uunisex ukurannya apa aja pls,product_description,high
availale tertandingi,product_stock,medium
bergaya ready ga,product_stock,low
mba revviw beanie thanks,product_description,medium
bang mau kembaliik4n barang,out_of_scope,low
Sis bisa bayar pakia ovo dong,payment_info,extreme
Kehangatan brp sih,product_price,medium
Kupluk Rajut Unisex @rtcic Cozy habis blm,product_stock,high
cara bayar gimana,payment_info,low
Kelebihan bertudung-biru-kuning-m,product_description,low
Ada toko offline,out_of_scope,medium
mau tanya dong harga bliss yang ada di toko berapa ya,product_price,low
kak stok frost ada tolong,product_stock,extreme
ketersediaan gaaya,product_stock,low
knit terbuat dari apa,product_description,low
Cuaca hari ini gimana,out_of_scope,extreme
pake credit card bs?,payment_info,low
hai duit connected ya kak,product_price,low
kelebihan chillly,product_description,medium
diut rasakan,product_price,low
Misi tersedia mne's ga ya kak,product_stock,high
bisa dijelasin tentang produk accessories dong,product_description,medium
cara bayar 9imana min,payment_info,high
permisi kak untuk pembayaran tersedia metode apa saja,payment_info,high
Spesifikasi tetap,product_description,medium
puffer murah ga,product_price,medium
accept cod ga,payment_info,medium
metode byr apa,payment_info,medium
Halo psnan gw psnan 999 kmn pls,order_status,medium
hai orderan gw kok ga nyampe tolong,order_status,medium
admin ganti ukuran ya,out_of_scope,high
Mau tanya dong harga syal yang ada di toko berapa ya,product_price,low
mas cara refund gimana thanks,out_of_scope,extreme
ketersediaan hangat,product_stock,high
admin inffo produk chill min,product_description,medium
harga syal sekarang,product_price,medium
mau cek status pesanan,order_status,medium
hai mau tanyya utk pembayarannya bs pakai metode apa aja ya tolong,payment_info,extreme
sis lacak pesanan 456,order_status,high
mana nih orderan gw,order_status,low
mana nih orderan gw,order_status,low
permisi metode byr apa pls,payment_info,high
boleh tau harga stylish tidak,product_price,medium
dimana pesanan saya,order_status,low
bos mau refnd thanks,out_of_scope,high
min orderan saya gimana min,order_status,low
kira kira sarung itu harganya berapa ya kak,product_price,low
halo min mau nanya scarf masih ready stock tidak ya,product_stock,high
Pembayaran via apa,payment_info,medium
Produk tidak sesuai,out_of_scope,medium
kak boleh tau spesifikasi accessories tidak,product_description,low
bisa dijelasin tentang produk socks dong,product_description,low
Kok lama bgt order #99,order_status,low
Halo ya kak,out_of_scope,medium
Status order #99,order_status,medium
Pesanan gw ord123 kemana,order_status,medium
permisi kak untuk pembayaran tersedia metode apa saja,payment_info,high
Min hrg dinginnya brp ya kak,product_price,low
Halo metode byr apa makasih,payment_info,extreme
cozy bagus ga thanks,product_description,low
Misi dmn pesanan sy thx,order_status,high
Ubah alamat pengiiriman,out_of_scope,medium
gan permisi mau nanya harga untku Arctic Frost Winter Accessories berapa ya ya kak,product_price,medium
ad stok bertudung-biru-hijau-l g,product_stock,medium
batalkan order,out_of_scope,low
Mau komplain,out_of_scope,low
Kak price stylish ya,product_price,medium
cara bayar orderan,payment_info,low
hrg bliss brp,product_price,medium
Connected ukurannya apa aja,product_description,low
Sarung Tangan Musim Dingin Arctic Layar Sentuh kosong ga,product_stock,low
bs mandiri g,payment_info,low
admin tolong jelasin tentang sentuh dong ?,product_description,high
brg pesanan 999 dmn,order_status,low
Mau kembalikan barang,out_of_scope,low
ubah alamat pengiriman,out_of_scope,low
Byr dmn,payment_info,low
paket saya sudah sampai mana,order_status,medium
tlg jelasin tentang terhubung dnog,product_description,high
brp stylish,product_price,medium
Misi stok bertudung-biru-kuning-m ada tolong,product_stock,medium
Deskripsi accessories,product_description,low
produk bead samaa gambar,out_of_scope,high
hai bisa ambil lnagsung ga ?,out_of_scope,medium
min maaf ganggu mau cek status order ppsnan 999 dong ??,order_status,high
Gan barang cacat makasih,out_of_scope,medium
halo order@n sy gmn ??,order_status,high
Hai mau tanya dong harga tetap yang ada di toko berapa ya thanks,product_price,high
biaya gaya,product_price,high
Tukar barang,out_of_scope,medium
udah dikirim blm 99,order_status,high
Gan metode pembayaran apa aja ya kak,payment_info,high
Stok jaket puffer pria omniheat solid bertudung-biru-kuning-l ada,product_stock,low
jaket mahla ga,product_price,medium
mau refund,out_of_scope,high
bayar pake apa sih,payment_info,medium
orderan gw kok ga nyampe,order_status,medium
Hai review unmatched ya kak,product_description,high
Byr dmn,payment_info,high
permisi terima qris gak ?,payment_info,medium
Bbenaie ready?,product_stock,medium
s!apa kamu,out_of_scope,medium
Duit omniheat m'ns solid hooded puffer jacket,product_price,extreme
Hai byr dmn pls,payment_info,extreme
jacket-blue-yellow-l mahal ga ya kak,product_price,medium
Biaya bertudung-bir-ukuning-l,product_price,medium
misi mana nih orderan gw pls,order_status,medium
kak bs shopeepay g ya,payment_info,low
prdok beda sama gambar,out_of_scope,medium
permisi kak untuk pembayaran tersedia metode apa saja,payment_info,low
Mas order 67890 udah diproses belum thx,order_status,medium
pake dana bs?,payment_info,medium
stok bertudung-biru-hijau-m ada,product_stock,medium
hai dingin hrgnya brp thx,product_price,medium
price kehangatan,product_price,medium
sisa stok Arctic Frost Winter Accessories,product_stock,medium
Mba pembayaran via apa ??,payment_info,medium
admin Arctic Bliss Stylihs Winter Scarf msh ad?,product_stock,extreme
batalkan oorder,out_of_scope,medium
min brp gglves please,product_price,medium
brp connected,product_price,medium
dimana pesanan saya,order_status,medium
Halo boleh tau harga sarung tidak ya,product_price,low
permisi mau nanya harga untuk kaki berapaa ya,product_price,medium
spec omniheat,product_description,low
admin sisa stok OmniHeat eMn's Solid Hoodd Puffer Jacket-Blue-Green-M ?,product_stock,extreme
harag dinginnya b3rapa,product_price,high
Misi rajut brp sih pls,product_price,medium
warna Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-M ad apa aja,product_description,low
bersamaa ready ga,product_stock,high
bos hrg scarf brp pls,product_price,high
brp hrg kehangatan,product_price,high
permisi kak untuk pembayaran tersedia metode apa saja,payment_info,low
halo admin mau nanya pembayaran bisa pakai apa sja ya,payment_info,high
Cara bayar gimana,payment_info,low
Halo harga terhubung ebrapa ??,product_price,medium
Bs bayar di tempat g,payment_info,high
bang bisa ambil langsung ga tolong,out_of_scope,low
Arctic Blis Stylish Winter Scaf berapa duit,product_price,extreme
Kak tracking pesanan #1 tolong,order_status,low
Misi tertandingi mahal ga makasih,product_price,high
dinginnya ukurannya apa aja,product_description,medium
bang biaya sentuh thanks,product_price,extreme
Min hrg gaya berapa ya kak,product_price,high
estimasi pengiriman order 789 min,order_status,medium
Cek pesaanan 789,order_status,low
Halo cancel pesanaan thanks,out_of_scope,low
metode byr apa,payment_info,extreme
ubbh alamat pengiriman,out_of_scope,high
Ada too offline,out_of_scope,medium
Deskripsi sarung tangan musim dingin arctic layar sentuh,product_description,medium
Mas tersedia accessories ga ya,product_stock,high
halo,out_of_scope,medium
ad stok accessories g,product_stock,high
jacket-blue-green-l ready ga,product_stock,low
permisi solid habis blm ?,product_stock,extreme
permisi apakah stok arctic masih tersedia,product_stock,low
Knit brp sih,product_price,high
ketersediaan bertudung-biru-kuning-l,product_stock,low
harga style sekarang,product_price,low
mau komplain,out_of_scope,high
omniheat masih ada,product_stock,low
kak tangan masih ada ga stoknya,product_stock,low
bos mau tanya untuk pembayarannya bisa pakai metode apa aja ya please,payment_info,low
kerjasama bisnis,out_of_scope,low
Gan opsi pembayaran pls,payment_info,low
bos Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L ukurannya apa aja tolong,product_description,medium
Bang hrg bertudung-biru-hijau-l brp pls,product_price,extreme
Hi ediit pesanan tolong,out_of_scope,extreme
Pembayaran via apa,payment_info,medium
kak available tertandingi please,product_stock,low
boleh tau hrg arctic cozy knit uniesx beanie ga,product_price,high
bang brp asesori ya,product_price,extreme
kualitas jelek,out_of_scope,medium
sis permisi apakah stok musim masih tersedia please,product_stock,extreme
stok comfort abis blm,product_stock,low
bisa dijelasin tentang produk omniheat men's solid hooded puffer jacket-blue-green-m dong,product_description,high
gan permisi kak ordderan saa yang #99 kok blm dateng ??,order_status,high
Halo brp harga syal tolong,product_price,extreme
mau komplain,out_of_scope,low
Mau tanya untuk pembayarannya bisa pakai metode apa aja ya,payment_info,medium
Admin bs bni g ?,payment_info,medium
Estimasi pengiriman order 12345,order_status,medium
Kak available omnihaet tolong,product_stock,medium
bertudung brp duit,product_price,medium
Bisa ambil lansgung ga,out_of_scope,high
Chilly mahal ga,product_price,medium
bang ketersediaan blend ??,product_stock,low
Brg id 7788 dmn,order_status,medium
Kak boleh tau spesifikasi omniheat men's solid hooded puffer jacket ga,product_description,high
Kisaran harga jaket,product_price,medium
kak kenyamanan ukurannya apa aja dong,product_description,medium
knit habis belum,product_stock,medium
range harga gyaa,product_price,low
Hrg unisex brp,product_price,medium
spec frost,product_description,low
Jacket-blue-green-l sodd out?,product_stock,extreme
dimana psnan sy,order_status,extreme
kak kaki masih ada ga stoknya,product_stock,medium
Dimana pesanan saya,order_status,low
sis kak campuran masih ada ga stoknya please,product_stock,medium
bos range hrg hadapi ya,product_price,high
bang dtl touchscreen please,product_description,medium
Cuaca hari ini gimana,out_of_scope,low
accept virtual account ga,payment_info,medium
Hi permisi apakah stok syal musim dingin arctic blss penuh gaya mmasih tersedia,product_stock,high
misi halo min mau nanya arctic cozy knit unisex beanie masih ready stock tidak ya ?,product_stock,low
Dtl stylish,product_description,high
Halo min mau tanya dong pesanan saya nomor #1 itu udah sampai mana ya,order_status,low
stock musim berapa,product_stock,low
admin orderan sy gmn ya,order_status,medium
connected ukurannya apa aja,product_description,low
jd4i reseller gimana,out_of_scope,low
Bos gloves berapa duit ??,product_price,medium
detail men's,product_description,medium
spesifikasi experience,product_description,high
misi status pengiriman 1 ?,order_status,low
stock bertudung-biru-hijau-l beraap,product_stock,high
kak jacket-blue-yellow-l berapa duit please,product_price,high
sisa sttko campuran,product_stock,low
Kira kira aksesori itu harganya berapa ya kak,product_price,low
sisa stok bergaya,product_stock,low
available pria,product_stock,medium
bayar pake apa sih,payment_info,high
stok rajut abis blm,product_stock,low
Hai stock kaik berapa ya,product_stock,high
Permisi apakah stok puffer masih tersedia tolong,product_stock,low
kak hai please,out_of_scope,high
kok lama bgt order #1,order_status,high
Bertudung-biru-kuning-m ready?,product_stock,medium
biaya bertudung-biru-kuning-l,product_price,low
Min lacak pesanan ord-001 makasih,order_status,high
gan scarf masih ada makasih,product_stock,high
bang batalkan oorder pls,out_of_scope,high
hadapi terbuat dari apa,product_description,low
Jacket murah ga,product_price,low
Ada toko offline,out_of_scope,low
Nomor telepon toko,out_of_scope,medium
Detail cozy ??,product_description,high
halo bs ambil langsung ga ya kak,out_of_scope,high
edit pesanan,out_of_scope,low
dinginnya murah ga,product_price,high
Mau cek status pesanan,order_status,low
hai dtl tangan ?,product_description,medium
status pengiriman 789,order_status,medium
bos metode payment thx,payment_info,high
sis jackt-blue-yellow-l hrganya berapa makasih,product_price,high
edit pesanan,out_of_scope,low
kak boleh tau spesifikasi stylish tidak,product_description,medium
ada cicilan ga,payment_info,high
kaus mahal ga,product_price,medium
Poses refund beerapa lama,out_of_scope,extreme
sis spec embrace thanks,product_description,medium
Min halo pls,out_of_scope,low
gan mau cek status pesanan,order_status,high
Duit campuran,product_price,medium
halo admin mau nanya pembayaran bisa pakai apa saja ya,payment_info,high
kupluk bagus ga,product_description,medium
info produk gaya,product_description,medium
Misi kisaran hrg jacket-blue-yellow-m makasih,product_price,extreme
scarf ready?,product_stock,low
halo,out_of_scope,high
permisi mau nanya harga untuk kupluk berapa ya,product_price,low
Etrsedia jacket ga,product_stock,extreme
brp syal,product_price,medium
gan pesan@n #1 udah sampai maana tolong,order_status,high
tukar barang,out_of_scope,medium
available omniheat men's solid hooded puffer jacket-blue-green-m,product_stock,medium
hi mau tanya dog harga rajuut yang ada di toko berapa ya please,product_price,medium
tracking pesanan #12345,order_status,medium
ketersediaan unisex,product_stock,low
jam buka toko,out_of_scope,low
terima cod tidak,payment_info,medium
permisi kak orderan saya yang 67890 kok belum dateng,order_status,high
metode payment,payment_info,medium
sis jaket pufffer pria omniheat solid bertudung-biru-kuning-l sold out?,product_stock,high
Bisa bayr pakai bni,payment_info,low
byr dmn,payment_info,low
kamu bot ya,out_of_scope,low
detail touchscreen,product_description,low
halo admin mau nanya pembayaran bisa pakai apa saja ya,payment_info,medium
Baang cact,out_of_scope,medium
kira kira embrace itu harganya berapa ya kak,product_price,medium
Paket saya sdh smp mana,order_status,extreme
pesanan gw 67890 kemana,order_status,low
kak mau tanya dong harga bersama yang ada di toko berapa ya thx,product_price,high
OmniHeat Men's Soild Hooded Puffer Jacket-Blue-Green-M harganya bberapa,product_price,high
scarf habiiis belum,product_stock,extreme
Admin arctic bliss stylsih winter scarf ready ga ?,product_stock,medium
cuaca hari ini gimaa,out_of_scope,low
Sis brp knit,product_price,low
bang jaket brp duit ya kak,product_price,high
Hai,out_of_scope,low
mba loksai warehuose thanks,out_of_scope,medium
accept virtual account ga,payment_info,low
Spec style,product_description,high
price connected,product_price,medium
mas sppec dinginnya thx,product_description,extreme
Spec bertudung-biru-kuning-l,product_description,medium
metode payment,payment_info,medium
metode pembayaran apa aja,payment_info,low
dtl accessories,product_description,medium
cek resi 456,order_status,extreme
Tolong jelasin tentang pria dong,product_description,low
terima gopay gak,payment_info,medium
Mas duit arctic ya kak,product_price,medium
bergaya ready sotck,product_stock,medium
Hi sisa stok arctic frost winter accessories bundle tolong,product_stock,medium
pake cimb bs?,payment_info,low
Hi metode pembayaran apa aja pls,payment_info,medium
bertudung-biru-hijau-l murah ga,product_price,medium
Brp kenyamanan,product_price,medium
mau tanya dong harga frost yang ada di toko berapa ya,product_price,high
lowongan kerja ada ga,out_of_scope,low
Bahan musim apa,product_description,medium
gan pria ready stock,product_stock,low
admin almaat toko dimana min,out_of_scope,high
Knit msh ad?,product_stock,extreme
mas terim@ gopay gak ??,payment_info,extreme
Maaf ganggu mau cek status order 456 dong,order_status,medium
Unisex ready stock,product_stock,high
sis stock bergaya berapa tolong,product_stock,low
Status order 1,order_status,low
Order gue 12345 mana,order_status,low
Arctic touchscreen winter gloves kyk gmn,product_description,low
Tambah item ke pesanan,out_of_scope,low
hai stock arctic brp please,product_stock,low
hi byr dmn,payment_info,high
Halo boleh tau harga comfort tidak min,product_price,extreme
kak available dekapan pls,product_stock,low
program affiliate,out_of_scope,low
Ada cicilan ga,payment_info,medium
Bang kisaran hrg blend pls,product_price,medium
bertudung-biru-hijau-l gmn sih,product_description,high
spesifikasi arctic frost winter accessories,product_description,low
price connected,product_price,high
min bertudung-biru-hijau-m bagus ga ya kak,product_description,low
biya tangan,product_price,low
kapan pesanan oor0d01 sampai,order_status,medium
Ubah allamat pengiriman,out_of_scope,medium
Terhubung sold out?,product_stock,low
Bs dijelasin tentang produk kehangatan dong,product_description,medium
kira kira kaus kaki campuran wol arcticc warmth itu harganya berapa ya kak,product_price,extreme
misi status order 12345 tolong,order_status,low
bisa transfer bank,payment_info,medium
bang stok terhubung ada ?,product_stock,medium
spec scarf,product_description,medium
permisi saipa kamu pls,out_of_scope,medium
spec arctic,product_description,low
Supoprt ewallet ga,payment_info,medium
jam buka toko thanks,out_of_scope,extreme
Info produk kenyamanan,product_description,low
bang halo admin mau nanya pembayaran bisa pakai apa saja ya ??,payment_info,low
Hangat masih ada,product_stock,low
bang spec OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-L pls,product_description,low
Bang kak kaki masih ada ga stoknya dong,product_stock,high
ubah alamat pengiriman,out_of_scope,low
Mas spec campuran makasih,product_description,high
Min order gue ord001 mana tolong,order_status,high
Hai bayar pake apa sih ya,payment_info,extreme
kak mau tanya psnan sy dengan nomor #99 sudah diproses belum ya,order_status,high
bang test please,out_of_scope,low
Dtl chill,product_description,high
estmasi pengiriman order #1,order_status,medium
duit cozy,product_price,low
Min spec bertudung-biru-kuning-m thanks,product_description,high
mas berapa harga kaki ?,product_price,medium
Halo min mau nanya rasakan masih ready stock tidak ya,product_stock,low
harga dengan sekarang,product_price,high
Mas stock jacket-blu3-yellow-l berapa ya kak,product_stock,extreme
Halo,out_of_scope,medium
Permisi apakah stok omniheat men's solid hooded puffer jacket-blue-yellow-m masih tersedia,product_stock,low
Sisa stok gloves,product_stock,low
paket saya sudah sampai mana,order_status,low
Mas permisi kak orderan saya yang nomor 123 kok belum dateng tolong,order_status,medium
barang tidak sesuai mau tukar,out_of_scope,low
bayar pake apa sih,payment_info,medium
gan kisaran hrg socks,product_price,medium
Tracking pesanan 123,order_status,low
min kalo mau bayar pake gopay bisa ga min thanks,payment_info,low
Bang hai ?,out_of_scope,low
Bisa return barang ga,out_of_scope,low
min ubah alamat pengiriman tolong,out_of_scope,medium
Brp arctic frots winter cacessories,product_price,medium
ad toko offline,out_of_scope,medium
mau tau lebih detail tentang jacket-blue-green-l,product_description,high
mas chill ukurannya apa aja ??,product_description,medium
available jaket puffer pria omniheat solid bertudung,product_stock,medium
accept kredivo ga,payment_info,medium
Mau cek status pesanan,order_status,extreme
brg rusak,out_of_scope,medium
mana nih orderan gw,order_status,low
Halo,out_of_scope,high
Warmth bagus ga,product_description,medium
Permisi pesanan ord-001 udah sampai mana ya,order_status,medium
ygaa brp duit,product_price,medium
Sis kira kira blend itu harganya berapa ya kak makasih,product_price,high
ubah alamat pengiriman,out_of_scope,medium
barang saay udah dikirim bleum,order_status,high
spec tertandingi,product_description,low
misi cara refund gimana ya,out_of_scope,high
bos connected gmn sih please,product_description,extreme
mba touchcreen ready stock please,product_stock,medium
sis bayar pake apa ya kak,payment_info,medium
bang opsi pem@yaran thanks,payment_info,medium
kira kira kenyamanan itu harganya berapa ya kak,product_price,low
ganti ukuran,out_of_scope,medium
Halo kelebihan bertudung-biru-kuning-m thanks,product_description,high
Kerjasama bisnis,out_of_scope,low
Terima bri tidak,payment_info,low
brg 12345 dmn,order_status,medium
jacket-blue-yellow-l berapa duit,product_price,medium
order gue 99 mana,order_status,low
barang tidak sesuai mau tukar makasih,out_of_scope,low
bayar pake apa,payment_info,low
Kalo mau bayar pake permata bisa ga min,payment_info,medium
duit Jaket Puffer Pria OmniHeat Solid Bertudung,product_price,medium
mba metode pembayaran apa aja thx,payment_info,medium
lowongan kerja ada ga,out_of_scope,medium
mas order ORD123 udah diproses belum ??,order_status,medium
Bertudung-biru-kuning-l brp duit,product_price,low
kak chilly masih ad ga stoknya,product_stock,low
Hai spesifikasi frost thanks,product_description,high
bos orderan saya gimana makasih,order_status,medium
kak siapa kamu ya,out_of_scope,medium
kak review comfort ??,product_description,high
Hrg chilly brp,product_price,medium
kehangatan habis belum,product_stock,medium
wool berapa duit,product_price,medium
spec men's,product_description,low
mau tau lebih detail tentang Arctic Touchscreen Winter Gloves,product_description,medium
Estimasi pengiriman order nomor 555,order_status,low
orderan gw kok ga nyampe,order_status,low
sis udah dikirim blm id 7788 thanks,order_status,low
Hangat brp duit,product_price,medium
bertudung-biru-kuning-m kyk gmn,product_description,medium
Permisi cara bayar gimana thx,payment_info,medium
Spec bertudung-biru-kuning-m,product_description,low
kelebihan sentuh,product_description,medium
ubah alamat pengiriman,out_of_scope,medium
mau refund,out_of_scope,low
Halo tukar barang ya kak,out_of_scope,medium
cara bayar gimana,payment_info,extreme
Bos tambbah item ke pesanan min,out_of_scope,high
gan harga omniheat sekarang ya,product_price,medium
Tukar bang,out_of_scope,low
bahan kenyamanan apa,product_description,low
barang tidak sesuai mau tukar,out_of_scope,medium
hai hrg Arctic rFost Winter Accessories brp min,product_price,extreme
Sis bahan omniheat men's solid hooded puffer jacket-blue-green-l apa ??,product_description,high
halo,out_of_scope,medium
Bs bayar pakai bca,payment_info,high
mas kok lama bgt order order-123 thx,order_status,medium
kak jam buka toko min,out_of_scope,medium
spec Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-L,product_description,low
halo admin mau nanya pembayaran bisa pakai apa saja ya,payment_info,high
ad stok kupluk g ?,product_stock,medium
Mau cek status pesanan,order_status,medium
hai ganti ukuran pls,out_of_scope,medium
gan mau tanya untuk pembayarannya bisa pakai metode apa aja ya ??,payment_info,low
Permisi kak orderan saya yang ord-001 kok belum daetng,order_status,low
gan dtl dengan,product_description,medium
kualitas jelek,out_of_scope,high
Min winter gmn sih pls,product_description,high
kisaran harga kupluk,product_price,low
sis bisa dijelasin tentang produk Arctic Frost Winter Accessories dong dong,product_description,low
halo min mau tanya dong pesanan saya nomor nomor 555 itu udah sampai mana ya,order_status,low
permisi kak orderan saya yang #12345 kok belum dateng,order_status,low
Detail jacket,product_description,high
Dengan brp sih,product_price,medium
mau tanya apakah bergaya masih tersedia stoknya,product_stock,high
Dimana pesanan saaya,order_status,medium
Min kaus kaki campuran wol arctic warmth bagus ga please,product_description,low
mau tanya apakah tertandingi masih tersedia stoknya,product_stock,medium
Bos opsi pembayaran please,payment_info,extreme
min permisi mau nanya harga untuk touchscreen berapa ya,product_price,medium
hi mau refund pls,out_of_scope,medium
ada tko offline,out_of_scope,low
Halo bahhan sarung apa tolong,product_description,medium
kalo mau bayar pake cash bisa ga min,payment_info,medium
cek psnan #1,order_status,high
carra bayar orderan,payment_info,medium
Mau tanya untuk pembayarannya bisa pakai metode apa aja ya,payment_info,medium
Paket saya sudah sampai mana,order_status,low
Gan kisaran harga jaket pfufer pia omniheat solid bertudung-biru-kuning-m ?,product_price,high
musim terbuat dari apa,product_description,medium
biaya Sarung Tangan Musim Dingin Arctic Layar Sentuh,product_price,medium
Udah dikirim blm #12345,order_status,medium
Halo min mau nanya sarung tangan musim dingin arctic layar sentuh masih ready stock tidak ya,product_stock,high
Sis spec penuh ??,product_description,low
cara bayar gimana,payment_info,medium
mas permisi apakah stok kehangatan masih tersedia min,product_stock,medium
ad stok omniheat g,product_stock,low
alamat kantor,out_of_scope,medium
Hai metode payment,payment_info,low
Spec omniheat men's soid hooded pfufer jacket-blue-yellow-m,product_description,low
Udah dikirim blm ord001,order_status,medium
Ad toko offline,out_of_scope,medium
cek pesanan nomor 555,order_status,low
order gue 12345 mana,order_status,medium
hi hangat tterbut dari apa dong,product_description,extreme
hai warmth ready stock,product_stock,medium
Hi bbisa tranfser bank ?,payment_info,medium
